Normal Inferred Class,Normal Encode Time,Normal Distance Time,Omen Dim Use,Omen Inferred Class,Omen Encode Time,Omen Distance Time,Omen Test Time,Absolute Dim Used,Absolute Inferred Class,Absolute Time,Diff Dim Used,Diff Inferred Class,Diff Time,Mean Dim Used,Mean Inferred Class,Mean Time,Actual Class
5,243.4,0.1,51,5,79.2,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,42,5,65.3,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,32,5,50.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,15,5,23.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,11,5,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,21,5,32.6,0.1,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,21,5,32.6,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,15,5,23.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,34,5,52.7,0.1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,30,5,46.3,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,9,5,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,27,5,41.5,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,13,5,20.3,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,15,5,23.1,0.1,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
0,243.4,0.1,46,0,71.3,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,24,0,37.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,27,0,41.9,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,19,0,29.2,0.1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,24,0,37.3,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,26,0,40.5,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,39,0,60.7,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,15,0,23.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,17,0,26.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,31,0,47.8,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,22,0,34.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,16,0,24.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,18,0,28.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,13,0,20.3,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,9,0,13.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,24,0,36.9,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,18,0,27.7,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
2,243.4,0.1,71,2,110.3,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,46,0,71.1,0.1,0.8,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,33,2,51.4,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,28,2,43.3,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,57,2,88.5,0.1,0.6,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,59,2,91.7,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,26,2,40.5,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,32,2,49.3,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,69,2,107.0,0.2,0.7,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,26,2,40.1,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,29,2,45.1,0.1,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,23,2,35.6,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,12,2,18.6,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,9,2,13.9,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,31,2,47.8,0.0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,9,2,14.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,10,2,15.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,24,2,37.1,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,12,0,18.5,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,23,2,35.5,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,18,2,27.8,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,23,2,35.6,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,44,2,68.2,0.1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,19,2,29.6,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
1,243.4,0.1,8,1,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,25,1,38.5,0.1,0.4,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,16,1,25.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,60,1,93.1,0.0,0.8,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,40,1,62.0,0.1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.6,0.1,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.5,0.1,13,1,20.0,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,39,1,60.5,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,25,1,38.6,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,17,1,26.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,10,1,15.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,39,1,60.5,0.1,0.4,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,47,1,73.0,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,1
0,243.4,0.1,11,0,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,78,1,121.1,0.1,0.9,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,129,1,200.2,0.1,1.6,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,157,1,243.3,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,23,1,35.7,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,10,1,15.4,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,8,1,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,82,1,127.2,0.1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,11,1,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.5,0.1,8,1,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,8,1,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1
1,243.4,0.1,44,1,68.2,0.2,0.4,0,0,0.0,0,0,0.0,0,0,0.0,1
4,243.4,0.1,73,4,112.8,0.1,1.3,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,112,4,173.9,0.1,1.3,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,46,3,71.3,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,42,4,65.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,8,3,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,18,4,28.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.5,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,157,4,243.6,0.2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,4
3,243.4,0.1,157,3,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.3,0.0,2.4,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,11,4,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,13,4,20.2,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,48,4,74.1,0.1,0.8,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,18,4,28.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,48,4,74.6,0.2,0.2,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.7,0.1,1.9,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,157,4,243.4,0.1,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,39,4,60.6,0.1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.4,0.1,145,4,224.9,0.0,2.1,0,0,0.0,0,0,0.0,0,0,0.0,4
4,243.3,0.1,92,4,142.7,0.1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,157,4,243.4,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,157,4,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,157,3,243.5,0.2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.3,0.1,18,3,28.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,24,3,37.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,79,3,122.8,0.0,0.8,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,28,3,43.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,72,3,110.5,0.0,2.1,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,81,3,125.6,0.1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,95,3,147.3,0.1,1.2,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,24,3,37.1,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,13,4,20.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,8,4,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,157,4,243.4,0.1,2.2,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,42,4,65.2,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,8,3,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,157,3,243.4,0.1,2.3,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.4,0.1,11,3,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,157,3,243.5,0.2,2.1,0,0,0.0,0,0,0.0,0,0,0.0,3
3,243.4,0.1,13,3,20.2,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3
4,243.3,0.1,157,4,243.5,0.0,2.2,0,0,0.0,0,0,0.0,0,0,0.0,3
5,243.4,0.1,28,5,43.6,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,56,5,86.9,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,37,5,57.6,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,53,5,82.1,0.1,0.7,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,53,5,82.0,0.1,0.8,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,28,5,43.5,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,32,5,49.8,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,13.9,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,9,5,13.9,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,8,5,12.3,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,30,5,46.4,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,31,5,47.9,0.1,0.4,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,33,5,51.3,0.1,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,63,5,97.9,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,18,5,27.9,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,15,5,23.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,29,5,44.9,0.1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.4,0.1,17,5,26.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,5
5,243.3,0.1,105,5,162.9,0.1,1.4,0,0,0.0,0,0,0.0,0,0,0.0,5
0,243.4,0.1,18,0,28.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,20,0,30.7,0.1,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,28,0,43.1,0.0,0.7,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,10,0,15.4,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,15,0,23.1,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,21,0,32.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,18,0,27.7,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,23,0,35.5,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,26,0,40.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,26,0,40.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,12,0,18.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,15,0,23.3,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,18,0,27.7,0.1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.5,0.1,24,0,36.9,0.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,17,0,26.2,0.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,10,0,15.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,8,0,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,15,0,23.3,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,33,0,51.2,0.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.1,0.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,11,0,17.1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,30,0,46.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,24,0,36.9,0.1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0
0,243.4,0.1,15,0,23.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
2,243.4,0.1,8,2,12.5,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,8,2,12.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,26,2,40.4,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,17,2,26.3,0.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,15,2,23.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.4,0.1,69,2,107.2,0.1,0.7,0,0,0.0,0,0,0.0,0,0,0.0,2
2,243.5,0.1,27,2,42.0,0.0,0.1,0,0,0.0,0,0,0.0,0,0,0.0,2
